Array Design Name	Agilent-021827 Human miRNA Microarray G4470C (Feature Number version)
Provider	 Agilent Technologies(cag_sales-na@agilent.com)
Comment[ArrayExpressAccession]	A-GEOD-14767
Comment[SecondaryAccession]	GPL14767
Comment[Description]	Array Manufacturer: Agilent Technologies, Catalogue number: G4470C, Distribution: commercial, Technology: in situ oligonucleotide, Human miRNA Microarray 3.0  Arrays of this design have barcodes that begin with 16021827 or 2521827.  Orientation: Features are numbered numbered Left-to-Right, Top-to-Bottom as scanned by an Agilent scanner (barcode on the left, DNA on the back surface, scanned through the glass), matching the FeatureNum output from Agilent's Feature Extraction software.  The ID column represents the Agilent Feature Extraction feature number.  Rows and columns are numbered as scanned by an Axon Scanner (barcode on the bottom, DNA on the front surface).  To match data scanned on an Axon scanner, use the RefNumber column contained in the Agilent-provided GAL file as the ID_REF column in sample submissions. <br>Reporter Name = Agilent feature number<br>Comment[CONTROL_TYPE] = Control type<br>Reporter Database Entry [mirbase] = miRBase LINK_PRE:http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=<br>Comment[GENE_NAME] = Gene Name<br>Comment[ACCESSION_STRING] = Accession String<br>Reporter Database Entry [chromosome_coordinate] = Chromosomal Location<br>Comment[SPOT_ID] = Spot identifier
Comment[SubmittedName]	Agilent-021827 Human miRNA Microarray G4470C (Feature Number version)
Comment[Organism]	Homo sapiens
Comment[ArrayExpressReleaseDate]	2011-10-20
Printing Protocol	see manufacturer's web site at http://www.agilent.com/
Surface Type
Substrate Type
Term Source Name	chromosome_coordinate	mirbase
14774	hsa-miR-548o	chr7:102046296-102046281,chr20:037145256-037145271
14775	hsa-miR-1206	chr8:129021149-129021167
14776	hsa-miR-888*	chrX:145076368-145076355
14777	hsa-miR-20b*	chrX:133303903-133303893
14778	hsa-miR-1197	chr14:101491962-101491977
14779	hsa-miR-1268	chr15:22513250-22513240
14780	hsa-miR-135b*	chr1:205417505-205417493
14781	hsa-miR-320d	chr13:041302011-041301997,chrX:140008384-140008370
14782	kshv-miR-K12-5_v14.0	KSU75698:000121329-000121316
14783	hsa-miR-33a*	chr22:42297000-42297014
14784		
14785	hsa-miR-200c	chr12:7072915-7072927
14786	hsa-miR-19b-1*	chr13:92003469-92003483
14787	hsa-miR-1263	chr3:163889292-163889278
14788	hsa-miR-657	chr17:79099158-79099144
14789	hsa-miR-298	chr20:57393314-57393302
14790	hsa-miR-517c	chr19:054244626-054244644,chr19:054255706-054255724,chr19:054265654-054265672
14791	hsa-miR-302d*	chr4:113569186-113569175
14792	hsa-miR-361-3p	chrX:85158707-85158689
14793	hsa-miR-940	chr16:2321818-2321827
14794	hsa-miR-30a*	chr6:072113321-072113305,chr6:072170042-072170026
14795	hsa-miR-302c	chr4:113569583-113569567
14796	hsa-miR-129*	chr7:127847978-127847994
14797	hsa-miR-374a	chrX:073423878-073423857,chrX:073507153-073507132
14798	hsa-miR-767-5p	chrX:151561941-151561926
14799	hsa-miR-1537	chr1:236016360-236016344
14800	hsa-miR-10a	chr17:46657243-46657225
14801		
14802	hsa-miR-585	chr5:168690683-168690667
14803	ebv-miR-BART3	HHV507799:000139132-000139145,HHV507799:000139132-000139145
14804	hsa-miR-219-2-3p	chr9:131154979-131154966
14805	hsa-miR-299-5p	chr14:101490140-101490158
14806	hsa-miR-544	chr14:101515053-101515070
14807	hsa-miR-675*	chr11:2018052-2018040
14808	hsa-miR-200b*	chr1:1102514-1102525
14809		
14810	hcmv-miR-US5-1	HEHCMVCG:000196110-000196122
14811	hsa-miR-376a*	chr14:101507127-101507146
14812	hsa-miR-938	chr10:29891228-29891217
14813	hsa-miR-1203	chr17:46233814-46233801
14814	hsa-miR-485-5p	chr14:101521770-101521785
14815	hsa-miR-148b	chr12:54731067-54731083
14816	hsa-miR-367	chr4:113569094-113569075
14817	hsa-miR-122	chr18:56118325-56118341
14818	hsa-miR-361-3p	chrX:85158707-85158690
14819	hsa-miR-26b	chr2:219267383-219267400
14820	hsa-miR-1323	chr19:54175238-54175253
14821	hsa-miR-548e	chr10:112748740-112748757
14822	hsa-miR-33b*	chr17:17717224-17717212
14823	hsa-miR-214	chr1:172108029-172108018
14824	hsa-miR-520b	chr19:54204525-54204541
14825	hsa-miR-520e	chr19:54179023-54179038
14826		
14827	hsa-miR-641	chr19:40788488-40788472
14828	hsa-miR-200a*	chr1:1103267-1103279
14829	hsa-miR-181c	chr19:13985543-13985560
14830	hsa-miR-337-5p	chr14:101340856-101340872
14831	hiv1-miR-N367	unmapped
14832	hsa-miR-548d-3p	chr8:124360355-124360341,chr8:124429536-124429522,chr17:062898148-062898134,chr17:065467686-065467672
14833	kshv-miR-K12-6-3p	KSU75698:000120818-000120806
14834	hsa-miR-128	chr2:136423019-136423036,chr3:035786022-035786039
14835	hsa-miR-1282	chr15:44085884-44085868
14836	hsa-miR-125b-2*	chr21:17962619-17962631
14837	hsa-miR-590-5p	chr7:073243479-073243500,chr7:073605543-073605564
14838	hsa-miR-138-2*	chr16:56892495-56892507
14839	ebv-miR-BART9	HHV507799:000147005-000147019
14840	ebv-miR-BART6-3p	HHV507799:000140080-000140093
14841	hsa-miR-221	chrX:45605671-45605654
14842	hsa-miR-877	chr6:30552118-30552128
14843	hsa-miR-1908	chr11:61582664-61582653
14844	hsa-miR-599	chr8:100548943-100548928
14845	hsa-miR-320a	chr8:022102543-022102532,chr8:022158488-022158477
14846		
14847	hsa-let-7f-2*	chrX:53584231-53584214
14848	hsa-miR-1285	chr2:070480122-070480107,chr7:091833400-091833385
14849	hsa-miR-874	chr5:136983328-136983318
14850	hsa-miR-769-5p	chr19:46522223-46522240
14851	hsa-miR-1289	chr5:132763379-132763362,chr20:034041883-034041866
14852	hsa-miR-220c_v15.0	chr19:49063560-49063544
14853	hcmv-miR-US25-2-5p	HEHCMVCG:000215473-000215457
14854	hsa-miR-651	chrX:8095025-8095042
14855	hsa-miR-107	chr10:91352575-91352557
14856	hsa-miR-1184	chrX:154687245-154687260,chrX:154115717-154115702,chrX:154612831-154612816
14857	hsa-miR-875-5p	chr8:100549045-100549025
14858	hsa-miR-19a*	chr13:92003160-92003179
14859	hsa-miR-224	chrX:151127077-151127060
14860	hsa-miR-23a	chr19:13947465-13947450
14861	hsa-miR-661	chr8:145019432-145019419
14862	hsa-miR-30b*	chr8:135812838-135812822
14863	hsa-miR-181a	chr1:198828218-198828204,chr9:127454767-127454781
14864	hsa-miR-1228*	chr12:57588297-57588307
14865	hsa-miR-613	chr12:12917648-12917662
14866	hsa-miR-140-3p	chr16:69967053-69967065
14867	hsa-miR-486-3p	chr8:41518024-41518009
14868	hsa-miR-577	chr4:115577931-115577950
14869	hsa-miR-10a	chr17:46657243-46657225
14870	hsa-miR-498	chr19:54177492-54177506
14871		
14872	hsa-miR-1909*	chr19:1816193-1816183
14873	hsa-miR-296-3p	chr20:57392738-57392730
14874	hsa-miR-611	chr11:61560028-61560017
14875	hsa-let-7f-1*	chr9:96938696-96938712
14876	hsa-miR-185	chr22:20020682-20020697
14877	hsa-miR-519e	chr19:54183247-54183266
14878	hsa-let-7f-1*	chr9:96938695-96938712
14879	hsa-miR-581	chr5:53247369-53247352
14880	hsa-miR-937	chr8:144895198-144895184
14881	hsa-miR-590-5p	chr7:073243479-073243500,chr7:073605543-073605564
14882	hsa-miR-1283	chr19:054191754-054191769,chr19:054261505-054261520
14883	hsa-miR-302c*	chr4:113569547-113569535
14884	hsa-miR-592	chr7:126698178-126698160
14885	hsa-miR-148b	chr12:54731067-54731083
14886	hsa-miR-196b	chr7:27209134-27209116
14887	hcmv-miR-US25-1	HEHCMVCG:000215269-000215256
14888	hsa-miR-1250	chr17:79107039-79107026
14889	hsa-miR-129*	chr7:127847977-127847994
14890	hsa-miR-924	chr18:37202109-37202092
14891	hsa-miR-589	chr7:5535494-5535483
14892	hsa-miR-541*	chr14:101530853-101530865
14893	hsa-miR-432	chr14:101350840-101350855
14894	hsa-miR-1296	chr10:65132753-65132740
14895	hiv1-miR-H1	unmapped
14896	hsa-miR-331-3p	chr12:094226390-094226407,chr12:095702259-095702276
14897		
14898	hsa-miR-1252	chr12:79813042-79813062
14899	hsa-miR-183*	chr7:129414831-129414818
14900	hsa-miR-593*	chr7:127509177-127509188,chr7:127721941-127721952
14901	hsa-miR-542-5p	chrX:133675408-133675391
14902	hsa-miR-1264	chrX:113887177-113887193
14903	hsa-miR-188-5p	chrX:49768133-49768143
14904	hsa-miR-411*	chr14:101489722-101489733
14905	hsa-miR-758	chr14:101492413-101492429
14906	hsa-miR-1204	chr8:128808217-128808231
14907	hsa-miR-31*	chr9:21512178-21512160
14908	hsa-miR-133b	chr6:052013789-052013807,chr6:052121748-052121766
14909	hsa-miR-384	chrX:76139773-76139755
14910	hsa-miR-455-3p	chr9:116971773-116971787
14911	hsa-miR-448	chrX:114058092-114058108
14912		
14913	hsa-miR-339-3p	chr7:1062640-1062631
14914	hsa-miR-126*	chr9:139565070-139565088
14915	hsa-miR-376a*	chr14:101507127-101507146
14916	hsa-miR-320c	chr18:019263526-019263539,chr18:021901686-021901699
14917	hsa-miR-1279	chr12:69666967-69666953
14918	hsa-miR-376c	chr14:101506072-101506089
14919	hsa-miR-449b	chr5:54466510-54466495
14920	hsa-miR-574-5p	chr4:38869683-38869699
14921	hsa-miR-421	chrX:73438281-73438265
14922	hsa-miR-208a	chr14:022927709-022927690,chr14:023857869-023857850
14923	hsa-miR-1204	chr8:128808216-128808231
14924	ebv-miR-BART18-5p	HHV507799:000145963-000145983
14925	hsa-miR-196a	chr12:054385548-054385567,chr17:046709879-046709860
14926	hsa-miR-543	chr14:101498374-101498391
14927	ebv-miR-BART14	HHV507799:000148785-000148799,HHV507799:000148785-000148799
14928	hsa-miR-124*	chr8:065291738-065291751,chr8:009760932-009760919,chr20:061809874-061809887
14929	hsa-miR-936	chr10:105807882-105807869
14930	hsa-miR-744*	chr17:11985290-11985304
14931	hsa-miR-1298	chrX:113949674-113949688
14932	hsa-miR-152	chr17:46114600-46114586
14933	ebv-miR-BART1-3p	HHV507799:000139390-000139408
14934	hsa-miR-590-3p	chr7:73605587-73605603
14935	hsa-miR-522	chr19:54254520-54254539
14936	hsa-miR-1288	chr17:16185379-16185392
14937	hsa-miR-1301	chr2:25551579-25551566
14938	hsa-miR-598	chr8:10892797-10892781
14939	ebv-miR-BART20-5p	HHV507799:000148343-000148359,HHV507799:000148343-000148359
14940	hsa-miR-130b*	chr22:22007611-22007625
14941	hsa-miR-185*	chr22:20020717-20020732
14942	hsa-miR-100*	chr11:122023005-122022986
14943	hsa-let-7b*	chr22:46509634-46509646
14944	hsa-miR-1272	chr15:65054630-65054615
14945	hsa-miR-193b	chr16:14397881-14397895
14946	hsa-miR-665	chr14:101341421-101341431
14947	hsa-miR-518a-5p	chr19:054223370-054223384,chr19:054234278-054234292,chr19:054242607-054242621,chr19:054257290-054257304
14948	hsa-miR-200a*	chr1:1103265-1103279
14949	hsa-miR-21*	chr17:57918679-57918692
14950	hsa-miR-92a	chr13:092003622-092003636,chrX:133303636-133303622
14951	hsa-miR-589*	chr7:005502059-005502047,chr7:005535533-005535521
14952	hsa-miR-187	chr18:33484872-33484861
14953	hsa-miR-662	chr16:820252-820263
14954	hsa-miR-374b	chrX:73438413-73438397
14955	hsa-miR-141*	chr12:7073282-7073297
14956	ebv-miR-BART6-3p	HHV507799:000140080-000140093
14957	hsa-miR-629*	chr15:068158846-068158834,chr15:070371792-070371780
14958	hsa-miR-202	chr10:135061097-135061084
14959	hsa-miR-590-3p	chr7:73605585-73605603
14960	hsa-miR-190b	chr1:154166171-154166153
14961	hsa-miR-190	chr15:63116171-63116191
14962	hsa-miR-720	chr3:164059160-164059171
14963	hsa-miR-1249	chr22:45596896-45596883
14964	hsa-miR-215	chr1:220291241-220291223
14965	hsa-miR-496	chr14:100596724-100596739,chr14:101526971-101526986
14966	hsa-miR-513c	chrX:146271256-146271239
14967	hsa-miR-342-5p	chr14:100576013-100576030
14968	hsa-miR-660	chrX:49777869-49777885
14969	hsa-miR-521	chr19:054219903-054219922,chr19:054251945-054251964
14970	hsa-miR-222*	chrX:45606472-45606459
14971	hsa-miR-143*	chr5:148808514-148808528
14972	hsa-miR-548a-3p	chr6:018572080-018572096,chr6:018680059-018680075,chr6:135560363-135560379,chr6:135602056-135602072,chr8:105496678-105496662,chr8:105565854-105565838
14973	hsa-miR-623	chr13:100008410-100008422
14974	hsa-miR-122*	chr18:56118357-56118377
14975	hsa-miR-106a*	chrX:133304298-133304281
14976	hsa-miR-1915*	chr10:21785523-21785514
14977	hsa-miR-133b	chr6:052013790-052013807,chr6:052121749-052121766
14978	hsa-miR-624	chr14:31483925-31483906
14979	hsa-miR-1206	chr8:129021150-129021167
14980	hsa-miR-222*	chrX:45606472-45606458
14981	hsa-miR-299-3p	chr14:101490174-101490190
14982	hsa-miR-20a	chr13:92003332-92003348
14983	hsa-miR-20b*	chrX:133303903-133303894
14984		
14985	hsa-miR-18b	chrX:133304098-133304081
14986	hsa-miR-608	chr10:102734768-102734781
14987	hsa-miR-548e	chr10:112748740-112748757
14988	hsa-miR-220b_v15.0	chr19:6495974-6495989
14989	hsa-miR-450b-5p	chrX:133674246-133674227
14990	hiv1-miR-H1	unmapped
14991	hsa-miR-620	chr12:116586444-116586426
14992	hsa-miR-1258	chr2:180725626-180725612
14993	hsa-miR-548j	chr22:26951227-26951213
14994	hsa-miR-548m	chrX:94318174-94318158
14995	hcmv-miR-US5-2	HEHCMVCG:000196235-000196250
14996	hsa-miR-33a	chr22:42296955-42296973
14997	hsa-miR-27a*	chr19:13947284-13947271
14998	hsa-miR-125b-1*	chr11:121970540-121970528
14999		
15000	hsa-miR-17*	chr13:92002917-92002930
15001	hsa-miR-22*	chr17:1617232-1617216
15002	hsa-miR-195	chr17:6920968-6920952
15003	hsa-miR-621	chr13:41384968-41384982
15004	hcmv-miR-UL70-5p	HEHCMVCG:000103098-000103110
15005	hsa-miR-1469	chr15:96876502-96876511
15006	hsa-miR-26a-2*	chr12:58218464-58218445
15007	hsa-miR-591	chr7:95849008-95848992
15008	hsa-miR-519e	chr19:54183247-54183266
15009	hsa-miR-429	chr1:1104440-1104456
15010	hsa-miR-217	chr2:56210158-56210143
15011	hsa-miR-182*	chr7:129410309-129410293
15012	hsa-miR-1269	chr4:67142617-67142629
15013	hsa-miR-500a	chrX:049773062-049773073,chrX:049773062-049773073
15014	hsa-miR-1246	chr2:177465736-177465722
15015	hsa-miR-526b	chr19:54197666-54197682
15016	hsa-miR-135b*	chr1:205417505-205417495
15017	hsa-miR-1252	chr12:79813043-79813062
15018	hsa-miR-1914	chr20:62572851-62572839
15019	hsa-miR-1226*	chr3:47891061-47891070
15020	bkv-miR-B1-3p	unmapped
15021	hsv1-miR-H1_v14.0	unmapped
15022	ebv-miR-BART18-5p	HHV507799:000145965-000145983
15023	hsa-miR-512-5p	chr19:054169951-054169968,chr19:054172435-054172452
15024	ebv-miR-BART9*	HHV507799:000146965-000146980
15025	hsa-miR-20a	chr13:92003332-92003348
15026	hsa-miR-1231	chr1:201777753-201777762
15027	hsa-miR-601	chr9:126164840-126164823
15028	hsa-miR-181a-2*	chr9:127454806-127454818
15029	hsa-miR-1305	chr4:183090501-183090517
15030	hsa-miR-571	chr4:344011-344026
15031	hsa-miR-223	chrX:65238782-65238800
15032	hsa-miR-148b*	chr12:54731028-54731045
15033	hsa-miR-130a	chr11:57408729-57408746
15034	hsa-miR-1286	chr22:20236723-20236709
15035	hsa-miR-1226	chr3:47891107-47891119
15036	hsa-miR-596	chr8:1765422-1765432
15037	hsa-miR-422a	chr15:64163159-64163147
15038	hsa-miR-323-5p	chr14:101492094-101492105
15039	hsa-miR-877*	chr6:30552183-30552194
15040	hsa-miR-541	chr14:101530892-101530906
15041	hsa-miR-500a	chrX:049773061-049773073,chrX:049773061-049773073
15042	hsa-miR-449b	chr5:54466510-54466493
15043	hsa-miR-576-3p	chr4:110409913-110409929
15044	hsa-miR-370	chr14:101377532-101377544
15045	hsa-miR-597	chr8:9599204-9599218
15046	hsa-miR-621	chr13:41384968-41384982
15047	hsa-miR-92a	chr13:092003621-092003636,chrX:133303636-133303621
15048	hsa-miR-484	chr16:15737165-15737179
15049	hsa-miR-501-3p	chrX:49774389-49774401
15050	ebv-miR-BART7*	HHV507799:000146444-000146460
15051	hsa-miR-222*	chrX:45606472-45606457
15052	hsa-miR-106b*	chr7:99691688-99691678
15053	hcmv-miR-US25-1	HEHCMVCG:000215269-000215257
15054	hsa-miR-615-5p	chr12:54427761-54427772
15055	hsa-miR-1304	chr11:93466880-93466866
15056	hsa-miR-127-5p	chr14:101349348-101349359
15057	hsa-miR-297	chr4:111781761-111781749
15058	hsa-miR-448	chrX:114058089-114058108
15059	hsa-miR-450b-5p	chrX:133674246-133674228
15060	hsa-miR-27b	chr9:97847792-97847807
15061	hsa-miR-433	chr14:101348295-101348307
15062	hsa-miR-493*	chr14:100405168-100405186,chr14:101335415-101335433
15063	hcmv-miR-US33-3p	HEHCMVCG:000220533-000220518
15064	hsa-miR-429	chr1:1104439-1104456
15065	hsa-miR-625*	chr14:65937878-65937892
15066	hsa-miR-501-5p	chrX:049661089-049661104,chrX:049774349-049774364
15067	hsa-miR-1321	chrX:85090840-85090854
15068	hsa-miR-938	chr10:29891228-29891215
15069	hsa-miR-149	chr2:241395438-241395454
15070	hsa-miR-589	chr7:5535494-5535483
15071	hsa-miR-589	chr7:5535494-5535481
15072	hcmv-miR-US33-3p	HEHCMVCG:000220533-000220521
15073	hsa-miR-208b	chr14:23887262-23887243
15074	hsa-miR-200c*	chr12:7072872-7072887
15075		
15076	hsa-miR-372	chr19:54291191-54291207
15077	hsa-miR-17	chr13:092002878-092002894,chrX:133304262-133304246
15078	hsa-miR-126*	chr9:139565070-139565088
15079	hsa-miR-181d	chr19:13985731-13985746
15080	hsa-miR-647	chr20:62574019-62574005
15081	hsa-miR-455-5p	chr9:116011555-116011571,chr9:116971734-116971750
15082	hsa-miR-134	chr14:101521041-101521052
15083	hsa-miR-129*	chr7:127847977-127847994
15084	hsa-miR-519d	chr19:54216658-54216675
15085		
15086	hsa-miR-148a	chr7:25989603-25989586
15087	hsa-miR-342-5p	chr14:100576014-100576030
15088	hsa-miR-31*	chr9:21512178-21512160
15089	hsa-miR-219-2-3p	chr9:131154979-131154966
15090	hsa-miR-615-3p	chr12:54427801-54427815
15091	hsa-miR-323-5p	chr14:101492094-101492105
15092	hsa-miR-320c	chr18:019263525-019263539,chr18:021901685-021901699
15093	hsa-miR-194	chr1:220291534-220291520,chr11:064658862-064658848
15094		
15095	hsa-miR-516a-5p	chr19:054260014-054260032,chr19:054264406-054264424
15096	hsa-miR-21*	chr17:57918679-57918692
15097	hsa-miR-297	chr4:111781761-111781747
15098	ebv-miR-BART18-3p	HHV507799:000146002-000146019
15099	hsa-miR-586	chr6:45165447-45165429
15100	hsa-miR-1287	chr10:100155011-100154997
15101	hsa-miR-580	chr5:36148075-36148058
15102	hsa-miR-30c-1*	chr1:41223017-41223032
15103	hsa-miR-576-5p	chr4:110409873-110409890
15104	hsa-miR-339-3p	chr7:1062640-1062628
15105	hsa-miR-142-3p	chr17:56408666-56408645
15106	hsa-miR-99a*	chr21:17911465-17911479
15107	hsa-miR-142-5p	chr17:56408628-56408611
15108	hsa-miR-592	chr7:126698178-126698161
15109	hsa-miR-455-3p	chr9:116971773-116971787
15110	hsa-miR-216a	chr2:56216124-56216112
15111	hsa-miR-924	chr18:37202109-37202091
15112	hsa-miR-375	chr2:219866427-219866415
15113	hsa-miR-296-3p	chr20:57392738-57392730
15114	hsa-miR-1226	chr3:47891109-47891119
15115	hcmv-miR-US33-3p	HEHCMVCG:000220533-000220520
15116	hsa-miR-517b	chr19:054224375-054224394,chr19:058907390-058907409
15117	hsa-miR-1180	chr17:19247880-19247869
15118	hsa-miR-567	chr3:111831669-111831685
15119		
15120	hsa-miR-614	chr12:13068823-13068838
15121	ebv-miR-BART13*	HHV507799:000148533-000148547
15122	hsa-miR-615-5p	chr12:54427762-54427772
15123	hsa-miR-23b*	chr9:97847514-97847530
15124	hsa-miR-200a*	chr1:1103266-1103279
15125	hsa-miR-148b*	chr12:54731031-54731045
15126	hsa-miR-7	chr9:086584708-086584688,chr15:089155089-089155109,chr19:004770714-004770734
15127	hsa-miR-518f	chr19:54203324-54203341
15128	hsa-miR-221	chrX:45605671-45605655
15129	hsv1-miR-H6-3p	unmapped
15130	hsa-miR-30b	chr8:135812800-135812785
15131	hsa-miR-34a*	chr1:9211811-9211796
15132	hsa-miR-425	chr3:049032620-049032604,chr3:049057616-049057600
15133	hsa-let-7c	chr21:17912162-17912179
15134	hsa-miR-424*	chrX:133680711-133680700
15135	hsa-miR-34b*	chr11:110888886-110888907,chr11:111383676-111383697
15136	hsa-miR-1207-3p	chr8:129061454-129061466
15137	hsa-miR-449b	chr5:54466510-54466495
15138	hsa-miR-298	chr20:57393314-57393301
15139	hsa-miR-10a*	chr17:46657283-46657270
15140	hsa-miR-1180	chr17:19247880-19247870
15141	hsa-miR-551b*	chr3:168269674-168269684
15142	hsa-miR-1265	chr10:14478594-14478609
15143	hsa-miR-675	chr11:2018020-2018011
15144	hsa-miR-616	chr12:57913022-57913011
15145	hsa-miR-622	chr13:90883501-90883516
15146	hcmv-miR-US5-2	HEHCMVCG:000196236-000196250
15147	hsa-miR-924	chr18:37202109-37202092
15148	hsa-miR-135a	chr3:052328273-052328251,chr12:097957612-097957634
15149	hsa-miR-363	chrX:133303478-133303461
15150	hsa-miR-139-3p	chr11:72326171-72326158
15151	hsa-miR-875-3p	chr8:100549078-100549066
15152	hsa-miR-581	chr5:53247369-53247353
15153	hsa-miR-1225-3p	chr16:2140285-2140277
15154		
15155	hsa-miR-148b*	chr12:54731028-54731045
15156	hsa-miR-7-2*	chr15:89155131-89155148
15157		
15158	hsa-miR-92a-2*	chrX:133303597-133303580
15159		
15160	hsa-miR-1292	chr20:2633438-2633449
15161	hsa-miR-432	chr14:101350840-101350855
15162	hsa-miR-129*	chr7:127847977-127847994
15163	hsa-miR-361-5p	chrX:085045323-085045308,chrX:085158667-085158652
15164	hsa-miR-302d*	chr4:113569186-113569174
15165	hsa-miR-605	chr10:53059356-53059370
15166	hsa-miR-299-5p	chr14:101490140-101490158
15167	hsa-miR-622	chr13:90883502-90883516
15168	hsa-miR-625*	chr14:65937875-65937892
15169	hsa-miR-34c-3p	chr11:111384222-111384230
15170	hsa-miR-376b	chr14:101506838-101506855
15171	hsa-miR-636	chr17:74732614-74732606
15172	hsa-miR-29c	chr1:207975271-207975251
15173		
15174	hsa-miR-186*	chr1:71533388-71533370
15175	hsa-miR-377*	chr14:101528400-101528414
15176	hsa-miR-376b	chr14:101506837-101506855
15177	hsa-miR-520a-5p	chr19:054194152-054194169,chr19:058885964-058885981
15178	hsa-miR-1260	chr14:77732579-77732591
15179	hsa-miR-548l	chr11:94199696-94199684
15180	hsa-miR-223	chrX:65238782-65238800
15181	hsa-miR-513a-5p	chrX:146295034-146295019,chrX:146307396-146307381
15182	ebv-miR-BART20-5p	HHV507799:000148345-000148359,HHV507799:000148345-000148359
15183	hsa-miR-585	chr5:168690683-168690666
15184	hsa-miR-127-3p	chr14:100419130-100419146,chr14:101349377-101349393
15185	hsa-miR-99a	chr21:17911426-17911442
15186	hsa-miR-181c	chr19:13985543-13985560
15187	hsa-miR-668	chr14:101521644-101521659
15188		
15189	hsa-miR-326	chr11:75046214-75046199
15190	hsa-miR-1268	chr15:22513250-22513239
15191	hsa-miR-374a*	chrX:73507183-73507164
15192	hsa-miR-182	chr7:129410268-129410256
15193	hsa-miR-370	chr14:101377533-101377544
15194	hsa-miR-320c	chr18:019263525-019263539,chr18:021901685-021901699
15195	hsa-miR-183*	chr7:129414831-129414819
15196	hsa-miR-1270	chr19:020510115-020510099,chr19:020579274-020579258
15197	hcmv-miR-US33-3p	HEHCMVCG:000220533-000220519
15198	hsa-miR-593	chr7:127721994-127722009
15199	hsa-miR-653	chr7:93112104-93112089
15200	hsa-miR-193b*	chr16:14397848-14397858
15201	hsa-miR-665	chr14:101341421-101341431
15202	hsa-miR-379	chr14:101488414-101488428
15203	hsa-miR-146b-5p	chr10:104186270-104186288,chr10:104196280-104196298
15204	hsa-miR-9*	chr1:154656832-154656814,chr1:156390208-156390190,chr5:087962744-087962726,chr5:087998500-087998482,chr15:087712309-087712327,chr15:089911305-089911323
15205	hsa-miR-556-5p	chr1:162312355-162312372
15206	hsa-miR-423-5p	chr17:28444122-28444135
15207	hsa-miR-496	chr14:100596723-100596739,chr14:101526970-101526986
15208	hsa-miR-125b-1*	chr11:121970540-121970529
15209	hsa-miR-154	chr14:101526111-101526127
15210	hsa-miR-96	chr7:129414562-129414542
15211	hsa-miR-663b	chr2:133014649-133014639
15212	hsa-miR-1274b_v16.0	chr19:58024405-58024395
15213	hsa-miR-378*	chr5:149092590-149092606,chr5:149112397-149112413
15214	hsa-miR-943	chr4:1988185-1988176
15215	hsa-miR-105	chrX:151560725-151560709,chrX:151562918-151562902
15216	hsa-miR-188-5p	chrX:49768133-49768143
15217	hsa-miR-653	chr7:93112104-93112089
15218		
15219	hsa-miR-548n	chr7:34980402-34980383
15220	hsa-miR-608	chr10:102734768-102734781
15221	hsa-miR-182*	chr7:129410309-129410294
15222	hsa-miR-218	chr4:020529924-020529942,chr5:168195195-168195177
15223	hsa-miR-637	chr19:3961495-3961483
15224	hsa-miR-570	chr3:195426336-195426352
15225	hsa-miR-582-5p	chr5:058999469-058999448,chr5:059035226-059035205
15226	hsa-miR-1276	chr15:86313757-86313744
15227	hsa-miR-501-5p	chrX:049661090-049661104,chrX:049774350-049774364
15228	hsa-miR-1539	chr18:47013781-47013792
15229	hsv1-miR-H2	unmapped
15230	hsa-miR-1204	chr8:128808217-128808231
15231	hsa-miR-513b	chrX:146280596-146280582
15232	hsa-miR-675	chr11:2018020-2018009
15233	hsa-miR-326	chr11:75046214-75046199
15234	hsa-miR-606	chr10:77312280-77312296
15235	hsa-miR-487b	chr14:101512848-101512863
15236	hsa-miR-1	chr18:019409038-019409018,chr20:061151559-061151579
15237	hsa-miR-107	chr10:91352575-91352558
15238	ebv-miR-BART1-3p	HHV507799:000139392-000139408
15239	hsa-miR-27a	chr19:13947324-13947310
15240	hsa-miR-424	chrX:133680675-133680656
15241	hsa-miR-30d*	chr8:135817185-135817170
15242	hsa-miR-886-3p_v15.0	chr5:135416286-135416270
